"channel_id","date","time","utc_time","along_channel_distance","CoordX","CoordY","longitude","latitude","water_surface_elevation_NAVD88","water_surface_elevation_WGS84","water_surface_elevation_uncertainty"
"WLO","2015-05-09","17:14:05",62045,1700,658323.73,3289726.51,-91.3630158,29.7276265,1.68,-23.927,0.075
"WLO","2015-05-09","17:14:05",62045,1750,658307.86,3289679.1,-91.3631868,29.7272008,1.681,-23.926,0.075
"WLO","2015-05-09","17:14:05",62045,1800,658291.98,3289631.69,-91.3633579,29.7267751,1.681,-23.925,0.074
"WLO","2015-05-09","17:14:05",62045,1850,658276.11,3289584.27,-91.3635288,29.7263494,1.682,-23.924,0.074
"WLO","2015-05-09","17:14:05",62045,1900,658260.23,3289536.86,-91.3636999,29.7259237,1.682,-23.924,0.074
"WLO","2015-05-09","17:14:05",62045,1950,658244.36,3289489.45,-91.3638709,29.725498,1.682,-23.923,0.074
"WLO","2015-05-09","17:14:05",62045,2000,658228.48,3289442.03,-91.3640419,29.7250723,1.681,-23.923,0.074
"WLO","2015-05-09","17:14:05",62045,2050,658212.61,3289394.62,-91.3642129,29.7246466,1.681,-23.922,0.074
"WLO","2015-05-09","17:14:05",62045,2100,658196.73,3289347.21,-91.364384,29.7242209,1.681,-23.922,0.074
"WLO","2015-05-09","17:14:05",62045,2150,658180.86,3289299.8,-91.3645549,29.7237953,1.68,-23.922,0.074
"WLO","2015-05-09","17:14:05",62045,2200,658164.99,3289252.38,-91.3647259,29.7233695,1.68,-23.922,0.074
"WLO","2015-05-09","17:14:05",62045,2250,658149.11,3289204.97,-91.364897,29.7229438,1.679,-23.922,0.074
"WLO","2015-05-09","17:14:05",62045,2300,658133.24,3289157.56,-91.3650679,29.7225181,1.678,-23.922,0.074
"WLO","2015-05-09","17:14:05",62045,2350,658117.36,3289110.14,-91.365239,29.7220924,1.678,-23.921,0.074
"WLO","2015-05-09","17:14:05",62045,2400,658101.49,3289062.73,-91.3654099,29.7216667,1.677,-23.921,0.074
"WLO","2015-05-09","17:14:05",62045,2450,658085.61,3289015.32,-91.365581,29.721241,1.676,-23.921,0.074
"WLO","2015-05-09","17:14:05",62045,2500,658069.74,3288967.9,-91.365752,29.7208153,1.676,-23.921,0.074
"WLO","2015-05-09","17:14:05",62045,2550,658053.86,3288920.49,-91.365923,29.7203896,1.675,-23.921,0.074
"WLO","2015-05-09","17:14:05",62045,2600,658037.99,3288873.08,-91.366094,29.7199639,1.674,-23.921,0.074
"WLO","2015-05-09","17:14:05",62045,2650,658022.27,3288825.61,-91.3662634,29.7195377,1.673,-23.921,0.074
"WLO","2015-05-09","17:14:05",62045,2700,658006.82,3288778.06,-91.36643,29.7191107,1.672,-23.921,0.074
"WLO","2015-05-09","17:14:05",62045,2750,657991.37,3288730.51,-91.3665966,29.7186837,1.671,-23.92,0.074
"WLO","2015-05-09","17:14:05",62045,2800,657975.92,3288682.95,-91.3667632,29.7182566,1.67,-23.921,0.074
"WLO","2015-05-09","17:14:05",62045,2850,657960.47,3288635.4,-91.3669299,29.7178296,1.669,-23.921,0.074
"WLO","2015-05-09","17:14:05",62045,2900,657945.02,3288587.85,-91.3670965,29.7174026,1.667,-23.922,0.074
"WLO","2015-05-09","17:14:05",62045,2950,657929.57,3288540.3,-91.3672631,29.7169756,1.666,-23.922,0.074
"WLO","2015-05-09","17:14:05",62045,3000,657914.12,3288492.74,-91.3674297,29.7165485,1.664,-23.923,0.074
"WLO","2015-05-09","17:14:05",62045,3050,657898.67,3288445.19,-91.3675963,29.7161216,1.661,-23.924,0.074
"WLO","2015-05-09","17:14:05",62045,3100,657883.21,3288397.64,-91.3677631,29.7156946,1.659,-23.925,0.074
"WLO","2015-05-09","17:14:05",62045,3150,657867.76,3288350.08,-91.3679297,29.7152675,1.657,-23.926,0.074
"WLO","2015-05-09","17:14:05",62045,3200,657852.31,3288302.53,-91.3680963,29.7148405,1.655,-23.927,0.074
"WLO","2015-05-09","17:14:05",62045,3250,657836.86,3288254.98,-91.3682629,29.7144135,1.653,-23.928,0.074
"WLO","2015-05-09","17:14:05",62045,3300,657821.41,3288207.43,-91.3684295,29.7139865,1.65,-23.929,0.074
"WLO","2015-05-09","17:14:05",62045,3350,657805.96,3288159.87,-91.3685961,29.7135594,1.648,-23.931,0.074
"WLO","2015-05-09","17:14:05",62045,3400,657790.51,3288112.32,-91.3687627,29.7131324,1.646,-23.932,0.074
